27 20 705 99 788 43 942 98 984 97 118 60 137 52 279 88 935 94 459 56 109 9 979 85 702 80 623 16 489 82 930 96 836 93 818 61 473 69 187 41 144 92 249
28 20 692 97 488 92 640 51 338 85 537 83 184 93 151 77 109 57 379 21 362 99 956 90 711 48 15 86 767 60 838 43 984 98 239 27 402 75 759 9 437 94 220
29 20 674 96 440 98 267 88 864 76 360 94 808 65 936 93 867 41 730 99 844 37 101 83 831 95 344 92 800 77 46 66 999 10 814 18 106 80 586 16 948 25 698
30 20 730 73 6 93 46 41 58 98 920 94 763 21 87 87 571 90 118 96 674 47 368 72 646 82 902 91 494 86 566 99 197 7 793 92 626 30 156 97 759 65 211
31 20 750 2 756 96 431 11 903 53 514 97 306 98 186 82 472 99 553 94 212 93 156 74 567 55 771 92 217 95 882 63 902 89 234 86 786 88 576 91 329 42 172
32 20 768 78 587 99 734 97 812 87 83 23 798 94 137 48 511 91 634 85 659 95 297 98 745 88 137 92 552 54 137 55 85 82 897 25 530 89 230 81 945 76 394
33 20 687 92 597 10 885 19 992 67 502 99 659 28 526 97 606 53 72 83 387 48 730 65 197 80 775 82 693 91 688 25 558 98 481 96 11 75 796 90 600 77 830
34 20 734 58 270 64 45 98 608 28 931 99 525 96 900 85 721 97 411 81 829 82 414 77 661 60 476 59 890 90 750 72 571 95 123 73 231 4 92 87 863 63 148
35 20 665 99 879 14 424 50 964 88 220 96 4 75 704 98 775 54 782 78 368 79 349 97 343 10 205 92 307 86 146 61 265 48 682 62 917 91 855 28 484 25 149
36 20 738 98 645 76 647 92 522 99 324 48 130 88 197 50 465 90 374 12 849 55 394 89 791 84 791 70 356 96 868 94 267 7 188 95 300 97 59 58 817 78 512
37 20 709 12 691 78 326 97 484 35 994 99 457 87 587 92 702 73 336 80 985 75 682 46 973 37 899 98 597 91 706 56 660 96 670 85 689 14 26 79 539 88 83
38 20 692 80 886 61 812 81 791 98 723 95 37 51 78 88 724 58 141 99 106 68 450 82 425 25 359 97 480 67 599 69 362 85 800 2 333 18 897 96 740 65 816
39 20 682 2 697 62 847 87 516 92 505 99 110 77 525 71 806 96 615 68 459 36 577 98 55 55 769 91 251 95 137 90 135 94 761 27 805 76 942 10 126 39 358
40 20 680 81 296 97 396 88 841 46 322 1 163 87 400 52 659 93 121 79 912 98 619 80 133 27 537 73 789 42 519 55 128 99 474 90 200 94 828 58 314 21 936
41 20 726 16 59 89 843 92 831 18 951 94 6 99 591 81 934 73 266 88 883 78 950 74 548 79 969 87 766 96 556 9 348 14 252 91 50 97 993 95 344 83 595
42 20 653 78 808 90 31 97 830 7 370 94 323 32 992 81 585 36 385 17 393 70 130 80 665 99 358 96 717 95 855 98 326 93 921 61 812 38 433 19 818 26 430
43 20 722 96 988 90 420 99 1 58 980 98 400 68 227 75 145 5 809 72 731 37 141 85 303 61 436 88 932 27 620 93 606 92 390 81 301 97 622 33 942 89 138
44 20 705 99 894 95 292 27 942 77 711 96 215 53 828 93 857 98 296 82 491 89 859 88 669 85 109 12 713 97 910 67 473 91 120 23 239 3 79 86 557 49 209
45 20 669 92 772 82 365 96 211 86 467 98 5 79 365 35 718 99 511 68 941 72 716 7 488 84 916 81 619 42 838 26 257 23 956 97 510 16 929 94 202 61 973
46 20 728 99 983 95 691 98 825 26 861 90 989 89 691 60 827 80 525 94 206 70 651 69 588 96 951 24 326 25 4 82 363 88 745 65 346 34 530 87 565 85 51
47 20 709 76 769 95 819 96 312 26 950 84 890 1 530 86 538 73 61 98 48 79 823 88 357 99 99 68 937 7 435 94 28 97 591 65 762 77 29 63 225 47 7
48 20 747 99 943 97 803 89 473 96 91 93 236 98 770 94 835 36 110 49 233 92 288 71 95 56 763 95 479 25 838 82 757 22 226 78 77 77 220 60 381 86 903
49 20 664 98 181 96 549 52 196 86 354 53 73 27 540 85 558 18 930 97 388 90 271 50 207 48 532 15 214 57 946 99 595 69 492 31 641 95 788 71 256 92 210
